ID,SalePrice,YearBuilt,YrSold,Size,Floor,N_Parkinglot,N_elevators,N_FacilitiesNearBy,N_FacilitiesNearBy,N_FacilitiesNearBy,N_SchoolNearBy
2697,111504,1997,2013,914,2,56,4,7,1,1,0
2698,92920,1997,2013,644,15,56,4,7,1,1,0
2699,194247,2009,2013,910,8,203,5,2,1,0,1
2700,234513,2009,2013,1160,6,203,5,2,1,0,1
2701,220353,2006,2013,910,18,184,0,2,1,1,2
2702,227876,2006,2013,910,13,184,0,2,1,1,2
2703,261061,2006,2013,1149,18,536,11,1,1,1,1
2704,262389,2006,2013,1149,27,536,11,1,1,1,1
2705,207079,2006,2013,818,8,536,11,1,1,1,1
2706,230088,2006,2013,914,13,536,11,1,1,1,1
2707,161946,1993,2013,914,8,536,20,6,2,1,5
2708,292035,2007,2013,1448,31,524,10,2,2,2,2
2709,184070,2005,2013,743,6,798,0,5,2,1,4
2710,211061,2005,2013,914,15,798,0,5,2,1,4
2711,190265,1993,2013,1761,1,536,20,6,2,1,5
2712,202654,2005,2013,914,18,798,0,5,2,1,4
2713,263716,2007,2013,1394,26,524,10,2,2,2,2
2714,201769,2005,2013,914,7,798,0,5,2,1,4
2715,234513,2008,2013,914,11,475,14,3,1,1,2
2716,168141,1993,2013,914,12,536,20,6,2,1,5
2717,165486,1993,2013,914,7,536,20,6,2,1,5
2718,138938,1993,2013,644,17,536,20,6,2,1,5
2719,137168,1993,2013,644,8,536,20,6,2,1,5
2720,203539,2005,2013,914,19,798,0,5,2,1,4
2721,223893,2007,2013,914,27,524,10,2,2,2,2
2722,261061,2007,2013,1394,12,524,10,2,2,2,2
2723,252212,2008,2013,1167,2,475,14,3,1,1,2
2724,243362,2007,2013,1103,21,524,10,2,2,2,2
2725,159292,1993,2013,914,4,536,20,6,2,1,5
2726,137168,1993,2013,644,10,536,20,6,2,1,5
2727,84070,1992,2013,576,13,0,10,7,1,1,5
2728,218584,2008,2013,829,6,475,14,3,1,1,2
2729,261061,2007,2013,1419,17,524,10,2,2,2,2
2730,221238,2007,2013,868,11,1270,16,3,1,1,2
2731,252212,2007,2013,868,10,1270,16,3,1,1,2
2732,323893,2007,2013,1387,16,1270,16,3,1,1,2
2733,250442,2007,2013,868,15,1270,16,3,1,1,2
2734,163716,1986,2013,914,7,0,27,5,1,0,1
2735,161061,1986,2013,914,4,0,27,5,1,0,1
2736,179646,1986,2013,1131,6,0,27,5,1,0,1
2737,338053,2007,2013,1387,18,1270,16,3,1,1,2
2738,251327,2007,2013,868,9,1270,16,3,1,1,2
2739,157522,1986,2013,914,2,0,27,5,1,0,1
2740,197345,1986,2013,1131,8,0,27,5,1,0,1
2741,341592,2007,2013,1643,24,1270,16,3,1,1,2
2742,228318,2007,2013,868,7,1270,16,3,1,1,2
2743,69911,1985,2013,587,9,76,2,5,1,1,1
2744,86725,1985,2013,587,5,76,2,5,1,1,1
2745,68584,1986,2013,451,9,18,2,5,1,1,3
2746,69469,1986,2013,508,7,18,2,5,1,1,3
2747,267256,2006,2013,1149,8,536,11,1,1,1,1
2748,291150,2006,2013,1437,11,536,11,1,1,1,1
2749,226548,2006,2013,914,8,536,11,1,1,1,1
2750,268141,2006,2013,1149,25,536,11,1,1,1,1
2751,283185,2006,2013,1437,12,536,11,1,1,1,1
2752,203539,2005,2013,914,21,798,0,5,2,1,4
2753,149557,2005,2013,572,17,798,0,5,2,1,4
2754,154424,2005,2013,572,14,798,0,5,2,1,4
2755,230088,2008,2013,1167,1,475,14,3,1,1,2
2756,183628,2005,2013,743,7,798,0,5,2,1,4
2757,88495,1992,2013,640,5,0,10,7,1,1,5
2758,159292,1993,2013,914,6,536,20,6,2,1,5
2759,193805,2005,2013,743,16,798,0,5,2,1,4
2760,220353,2007,2013,914,7,524,10,2,2,2,2
2761,233185,2008,2013,914,6,475,14,3,1,1,2
2762,131858,1993,2013,644,1,536,20,6,2,1,5
2763,189115,2005,2013,743,19,798,0,5,2,1,4
2764,234513,2008,2013,914,21,475,14,3,1,1,2
2765,132743,1992,2013,914,4,79,8,5,1,1,4
2766,221238,1993,2013,2337,18,536,20,6,2,1,5
2767,253982,2007,2013,1394,4,524,10,2,2,2,2
2768,210176,2005,2013,914,14,798,0,5,2,1,4
2769,220353,2007,2013,914,14,524,10,2,2,2,2
2770,163716,1993,2013,914,15,536,20,6,2,1,5
2771,221238,2008,2013,829,10,475,14,3,1,1,2
2772,115044,1992,2013,644,4,79,8,5,1,1,4
2773,153982,2005,2013,572,14,798,0,5,2,1,4
2774,265486,2007,2013,868,20,1270,16,3,1,1,2
2775,132743,1978,2013,903,10,0,4,3,2,1,3
2776,232743,2007,2013,868,12,1270,16,3,1,1,2
2777,187610,1986,2013,1131,13,0,27,5,1,0,1
2778,205309,2006,2013,903,7,181,11,3,1,1,3
2779,126548,1978,2013,903,9,0,4,3,2,1,3
2780,362831,2007,2013,1387,42,1270,16,3,1,1,2
2781,166814,1986,2013,914,5,0,27,5,1,0,1
2782,210619,2006,2013,903,12,181,11,3,1,1,3
2783,60176,1997,2013,644,11,56,4,7,1,1,0
2784,192035,2006,2013,811,8,184,0,2,1,1,2
2785,311504,2006,2013,1743,9,536,11,1,1,1,1
2786,231858,2006,2013,914,13,536,11,1,1,1,1
2787,206194,2006,2013,818,5,536,11,1,1,1,1
2788,213274,2006,2013,818,15,536,11,1,1,1,1
2789,207964,2006,2013,818,12,536,11,1,1,1,1
2790,206194,2005,2013,914,6,798,0,5,2,1,4
2791,209734,2005,2013,914,22,798,0,5,2,1,4
2792,175221,2005,2013,743,3,798,0,5,2,1,4
2793,36283,1992,2013,355,4,0,10,7,1,1,5
2794,169911,1993,2013,914,9,536,20,6,2,1,5
2795,228318,1993,2013,1288,15,536,20,6,2,1,5
2796,247787,2007,2013,1103,23,524,10,2,2,2,2
2797,141150,2005,2013,572,1,798,0,5,2,1,4
2798,174336,1992,2013,1448,3,79,8,5,1,1,4
2799,190265,2005,2013,743,13,798,0,5,2,1,4
2800,138495,1992,2013,914,2,79,8,5,1,1,4
2801,101769,1992,2013,644,11,0,10,7,1,1,5
2802,163716,1993,2013,914,5,536,20,6,2,1,5
2803,132743,1993,2013,644,4,536,20,6,2,1,5
2804,167256,2005,2013,743,1,798,0,5,2,1,4
2805,168141,1993,2013,914,6,536,20,6,2,1,5
2806,194690,1993,2013,1761,11,536,20,6,2,1,5
2807,203539,1993,2013,1761,17,536,20,6,2,1,5
2808,246460,2008,2013,914,4,475,14,3,1,1,2
2809,281858,2008,2013,1167,18,475,14,3,1,1,2
2810,108318,1992,2013,644,2,79,8,5,1,1,4
2811,219469,2008,2013,829,17,475,14,3,1,1,2
2812,241592,2008,2013,914,25,475,14,3,1,1,2
2813,92920,1992,2013,576,1,0,10,7,1,1,5
2814,196460,2006,2013,903,14,181,11,3,1,1,3
2815,307079,2007,2013,1387,2,1270,16,3,1,1,2
2816,362831,2007,2013,1643,8,1270,16,3,1,1,2
2817,238938,2007,2013,868,24,1270,16,3,1,1,2
2818,123008,1978,2013,903,12,0,4,3,2,1,3
2819,221238,1986,2013,1796,3,0,27,5,1,0,1
2820,175221,1986,2013,1131,2,0,27,5,1,0,1
2821,400884,2007,2013,1643,36,1270,16,3,1,1,2
2822,221238,1986,2013,1377,10,0,27,5,1,0,1
2823,266371,2007,2013,868,16,1270,16,3,1,1,2
2824,194690,2006,2013,903,7,181,11,3,1,1,3
2825,194690,1986,2013,1131,11,0,27,5,1,0,1
2826,388495,2007,2013,1519,19,1270,16,3,1,1,2
2827,181415,1986,2013,1313,12,0,27,5,1,0,1
2828,199115,2009,2013,910,6,203,5,2,1,0,1
2829,250176,2013,2013,907,9,930,14,5,1,1,2
2830,258079,2013,2013,910,10,930,14,5,1,1,2
2831,252814,2013,2013,907,13,930,14,5,1,1,2
2832,250176,2013,2013,910,5,930,14,5,1,1,2
2833,263345,2013,2013,910,17,930,14,5,1,1,2
2834,260707,2013,2013,910,13,930,14,5,1,1,2
2835,254123,2013,2013,910,7,930,14,5,1,1,2
2836,263345,2013,2013,910,28,930,14,5,1,1,2
2837,258079,2013,2013,910,8,930,14,5,1,1,2
2838,260707,2013,2013,910,13,930,14,5,1,1,2
2839,250176,2013,2013,907,8,930,14,5,1,1,2
2840,260707,2013,2013,910,14,930,14,5,1,1,2
2841,244911,2013,2013,910,3,930,14,5,1,1,2
2842,250176,2013,2013,910,11,930,14,5,1,1,2
2843,260707,2013,2013,910,12,930,14,5,1,1,2
2844,254123,2013,2013,910,7,930,14,5,1,1,2
2845,255442,2013,2013,910,18,930,14,5,1,1,2
2846,258079,2013,2013,910,11,930,14,5,1,1,2
2847,250176,2013,2013,910,9,930,14,5,1,1,2
2848,263345,2013,2013,910,29,930,14,5,1,1,2
2849,260707,2013,2013,910,12,930,14,5,1,1,2
2850,260707,2013,2013,910,12,930,14,5,1,1,2
2851,250176,2013,2013,910,8,930,14,5,1,1,2
2852,244911,2013,2013,910,3,930,14,5,1,1,2
2853,252814,2013,2013,910,15,930,14,5,1,1,2
2854,255840,2013,2013,910,29,930,14,5,1,1,2
2855,242274,2013,2013,910,4,930,14,5,1,1,2
2856,255442,2013,2013,910,31,930,14,5,1,1,2
2857,246230,2013,2013,907,7,930,14,5,1,1,2
2858,229106,2013,2013,910,1,930,14,5,1,1,2
2859,255442,2013,2013,907,26,930,14,5,1,1,2
2860,229212,2013,2013,910,15,930,14,5,1,1,2
2861,258079,2013,2013,910,8,930,14,5,1,1,2
2862,252814,2013,2013,910,12,930,14,5,1,1,2
2863,255442,2013,2013,910,24,930,14,5,1,1,2
2864,263345,2013,2013,910,21,930,14,5,1,1,2
2865,260707,2013,2013,910,15,930,14,5,1,1,2
2866,263345,2013,2013,910,20,930,14,5,1,1,2
2867,185840,2006,2013,910,14,184,0,2,1,1,2
2868,128318,2003,2013,907,7,56,4,7,1,1,0
2869,422123,2007,2013,1690,5,605,5,4,1,1,1
2870,230088,2006,2013,914,10,536,11,1,1,1,1
2871,211061,2006,2013,818,2,536,11,1,1,1,1
2872,300884,2006,2013,1437,17,536,11,1,1,1,1
2873,215044,2006,2013,818,7,536,11,1,1,1,1
2874,353982,2006,2013,2056,16,536,11,1,1,1,1
2875,221238,2008,2013,829,18,475,14,3,1,1,2
2876,203539,2005,2013,914,7,798,0,5,2,1,4
2877,221238,2005,2013,914,23,798,0,5,2,1,4
2878,225663,1993,2013,2337,1,536,20,6,2,1,5
2879,168141,1993,2013,914,15,536,20,6,2,1,5
2880,150000,1992,2013,914,17,79,8,5,1,1,4
2881,283185,2007,2013,1366,21,524,10,2,2,2,2
2882,262831,2007,2013,1394,20,524,10,2,2,2,2
2883,156637,2005,2013,572,12,798,0,5,2,1,4
2884,88495,1992,2013,640,15,0,10,7,1,1,5
2885,212389,2005,2013,914,8,798,0,5,2,1,4
2886,155752,2005,2013,572,16,798,0,5,2,1,4
2887,130973,1993,2013,644,5,536,20,6,2,1,5
2888,154867,1993,2013,644,18,536,20,6,2,1,5
2889,155309,2005,2013,572,6,798,0,5,2,1,4
2890,250000,2005,2013,1184,12,798,0,5,2,1,4
2891,225663,2007,2013,1103,13,524,10,2,2,2,2
2892,114159,1992,2013,576,6,0,10,7,1,1,5
2893,225663,1993,2013,2337,18,536,20,6,2,1,5
2894,221681,1993,2013,1761,4,536,20,6,2,1,5
2895,203539,2005,2013,914,7,798,0,5,2,1,4
2896,230088,2008,2013,829,12,475,14,3,1,1,2
2897,165929,1992,2013,1448,3,79,8,5,1,1,4
2898,203539,2008,2013,829,18,475,14,3,1,1,2
2899,278761,2008,2013,1167,10,475,14,3,1,1,2
2900,246017,2007,2013,1419,12,524,10,2,2,2,2
2901,101769,1992,2013,576,4,0,10,7,1,1,5
2902,212389,1993,2013,2337,21,536,20,6,2,1,5
2903,194690,2006,2013,903,6,181,11,3,1,1,3
2904,378053,2007,2013,1643,37,1270,16,3,1,1,2
2905,339035,2007,2013,1643,29,1270,16,3,1,1,2
2906,350008,2007,2013,1643,31,1270,16,3,1,1,2
2907,265486,2007,2013,868,15,1270,16,3,1,1,2
2908,360176,2007,2013,1643,29,1270,16,3,1,1,2
2909,237168,2007,2013,868,3,1270,16,3,1,1,2
2910,252212,2007,2013,868,18,1270,16,3,1,1,2
2911,211504,1986,2013,1313,5,0,27,5,1,0,1
2912,203539,2006,2013,903,10,181,11,3,1,1,3
2913,170796,1986,2013,1313,1,0,27,5,1,0,1
2914,238938,2007,2013,868,7,1270,16,3,1,1,2
2915,223008,2007,2013,868,4,1270,16,3,1,1,2
2916,433628,2007,2013,1643,41,1270,16,3,1,1,2
2917,90265,1997,2013,644,13,56,4,7,1,1,0
2918,61946,1980,2013,736,4,1174,20,7,1,1,5
2919,188938,2009,2013,910,18,203,5,2,1,0,1
2920,230088,2009,2013,1160,16,203,5,2,1,0,1
2921,259008,2013,2013,910,14,930,14,5,1,1,2
2922,255442,2013,2013,910,28,930,14,5,1,1,2
2923,250176,2013,2013,907,10,930,14,5,1,1,2
2924,265557,2013,2013,910,31,930,14,5,1,1,2
2925,255442,2013,2013,907,19,930,14,5,1,1,2
2926,252814,2013,2013,907,13,930,14,5,1,1,2
2927,254123,2013,2013,910,7,930,14,5,1,1,2
2928,252814,2013,2013,907,12,930,14,5,1,1,2
2929,255442,2013,2013,907,16,930,14,5,1,1,2
2930,252814,2013,2013,907,12,930,14,5,1,1,2
2931,254123,2013,2013,910,6,930,14,5,1,1,2
2932,255442,2013,2013,910,31,930,14,5,1,1,2
2933,254123,2013,2013,910,6,930,14,5,1,1,2
2934,255442,2013,2013,910,32,930,14,5,1,1,2
2935,258079,2013,2013,910,8,930,14,5,1,1,2
2936,244911,2013,2013,910,2,930,14,5,1,1,2
2937,255442,2013,2013,910,28,930,14,5,1,1,2
2938,250176,2013,2013,910,4,930,14,5,1,1,2
2939,255442,2013,2013,910,16,930,14,5,1,1,2
2940,255442,2013,2013,910,18,930,14,5,1,1,2
2941,250176,2013,2013,910,5,930,14,5,1,1,2
2942,255442,2013,2013,910,33,930,14,5,1,1,2
2943,257654,2013,2013,910,29,930,14,5,1,1,2
2944,255442,2013,2013,910,25,930,14,5,1,1,2
2945,255442,2013,2013,910,25,930,14,5,1,1,2
2946,250176,2013,2013,907,8,930,14,5,1,1,2
2947,258079,2013,2013,910,10,930,14,5,1,1,2
2948,250176,2013,2013,910,5,930,14,5,1,1,2
2949,255442,2013,2013,910,34,930,14,5,1,1,2
2950,250176,2013,2013,910,4,930,14,5,1,1,2
2951,258079,2013,2013,910,9,930,14,5,1,1,2
2952,250176,2013,2013,910,8,930,14,5,1,1,2
2953,255442,2013,2013,910,17,930,14,5,1,1,2
2954,244911,2013,2013,910,2,930,14,5,1,1,2
2955,244911,2013,2013,910,3,930,14,5,1,1,2
2956,255442,2013,2013,910,19,930,14,5,1,1,2
2957,237008,2013,2013,910,1,930,14,5,1,1,2
2958,250176,2013,2013,910,11,930,14,5,1,1,2
2959,250176,2013,2013,910,4,930,14,5,1,1,2
2960,252814,2013,2013,910,12,930,14,5,1,1,2
2961,259026,2013,2013,907,8,930,14,5,1,1,2
2962,250176,2013,2013,910,4,930,14,5,1,1,2
2963,260707,2013,2013,910,12,930,14,5,1,1,2
2964,258079,2013,2013,910,8,930,14,5,1,1,2
2965,255442,2013,2013,907,21,930,14,5,1,1,2
2966,260707,2013,2013,910,12,930,14,5,1,1,2
2967,265557,2013,2013,910,16,930,14,5,1,1,2
2968,255442,2013,2013,910,19,930,14,5,1,1,2
2969,255840,2013,2013,910,23,930,14,5,1,1,2
2970,263345,2013,2013,910,26,930,14,5,1,1,2
2971,248884,2013,2013,910,6,930,14,5,1,1,2
2972,252814,2013,2013,907,14,930,14,5,1,1,2
2973,178318,2006,2013,636,13,184,0,2,1,1,2
2974,316814,2007,2013,1483,23,605,5,4,1,1,1
2975,318584,2007,2013,1483,7,605,5,4,1,1,1
2976,336283,2006,2013,1743,11,536,11,1,1,1,1
2977,215044,2006,2013,818,8,536,11,1,1,1,1
2978,241592,2006,2013,914,25,536,11,1,1,1,1
2979,293805,2006,2013,1437,23,536,11,1,1,1,1
2980,190707,2005,2013,743,13,798,0,5,2,1,4
2981,123893,1992,2013,644,9,79,8,5,1,1,4
2982,150442,1993,2013,644,10,536,20,6,2,1,5
2983,280530,2008,2013,1167,7,475,14,3,1,1,2
2984,150442,2005,2013,743,1,798,0,5,2,1,4
2985,172566,1993,2013,914,16,536,20,6,2,1,5
2986,169911,1992,2013,1448,6,79,8,5,1,1,4
2987,225663,2005,2013,1184,3,798,0,5,2,1,4
2988,156637,2005,2013,572,13,798,0,5,2,1,4
2989,134513,1992,2013,1448,11,79,8,5,1,1,4
2990,251327,2007,2013,1366,21,524,10,2,2,2,2
2991,172566,1993,2013,914,12,536,20,6,2,1,5
2992,115044,1992,2013,644,2,79,8,5,1,1,4
2993,207079,2005,2013,914,22,798,0,5,2,1,4
2994,292035,1993,2013,1761,22,536,20,6,2,1,5
2995,128318,1993,2013,644,2,536,20,6,2,1,5
2996,122123,1992,2013,644,7,79,8,5,1,1,4
2997,158407,2005,2013,572,17,798,0,5,2,1,4
2998,255752,2008,2013,914,14,475,14,3,1,1,2
2999,269911,2007,2013,868,16,1270,16,3,1,1,2
3000,128318,1978,2013,903,11,0,4,3,2,1,3
3001,215929,1986,2013,1377,4,0,27,5,1,0,1
3002,194690,1986,2013,1131,7,0,27,5,1,0,1
3003,411504,2007,2013,1928,17,1270,16,3,1,1,2
3004,176991,1986,2013,1131,2,0,27,5,1,0,1
3005,356778,2007,2013,1643,32,1270,16,3,1,1,2
3006,268141,2007,2013,868,20,1270,16,3,1,1,2
3007,238938,2007,2013,868,13,1270,16,3,1,1,2
3008,168141,1986,2013,914,7,0,27,5,1,0,1
3009,86725,1997,2013,558,15,56,4,7,1,1,0
3010,205309,2009,2013,910,5,203,5,2,1,0,1
3011,194690,2009,2013,910,14,203,5,2,1,0,1
3012,185840,2009,2013,910,9,203,5,2,1,0,1
3013,212389,2009,2013,1160,3,203,5,2,1,0,1
3014,258079,2013,2013,910,9,930,14,5,1,1,2
3015,255442,2013,2013,907,23,930,14,5,1,1,2
3016,263345,2013,2013,910,18,930,14,5,1,1,2
3017,255442,2013,2013,907,16,930,14,5,1,1,2
3018,255442,2013,2013,910,31,930,14,5,1,1,2
3019,252814,2013,2013,907,12,930,14,5,1,1,2
3020,255442,2013,2013,910,33,930,14,5,1,1,2
3021,250176,2013,2013,907,10,930,14,5,1,1,2
3022,252814,2013,2013,907,13,930,14,5,1,1,2
3023,261592,2013,2013,910,22,930,14,5,1,1,2
3024,252814,2013,2013,907,12,930,14,5,1,1,2
3025,255442,2013,2013,907,19,930,14,5,1,1,2
3026,237008,2013,2013,910,1,930,14,5,1,1,2
3027,255442,2013,2013,910,17,930,14,5,1,1,2
3028,258079,2013,2013,910,9,930,14,5,1,1,2
3029,255442,2013,2013,910,25,930,14,5,1,1,2
3030,255442,2013,2013,910,32,930,14,5,1,1,2
3031,255442,2013,2013,910,28,930,14,5,1,1,2
3032,250176,2013,2013,907,8,930,14,5,1,1,2
3033,244911,2013,2013,910,3,930,14,5,1,1,2
3034,214159,2006,2013,814,18,184,0,2,1,1,2
3035,172566,2006,2013,910,15,184,0,2,1,1,2
3036,207522,2006,2013,910,1,184,0,2,1,1,2
3037,182300,2006,2013,636,10,184,0,2,1,1,2
3038,76106,1985,2013,587,4,76,2,5,1,1,1
3039,305309,2007,2013,1483,8,605,5,4,1,1,1
3040,281415,2006,2013,1412,4,536,11,1,1,1,1
3041,216814,2006,2013,818,19,536,11,1,1,1,1
3042,152212,1993,2013,644,12,536,20,6,2,1,5
3043,256637,2007,2013,1103,24,524,10,2,2,2,2
3044,219469,2005,2013,914,20,798,0,5,2,1,4
3045,158407,1993,2013,914,1,536,20,6,2,1,5
3046,203539,2005,2013,914,3,798,0,5,2,1,4
3047,203539,2007,2013,914,12,524,10,2,2,2,2
3048,149557,1992,2013,914,10,79,8,5,1,1,4
3049,265486,1993,2013,2337,12,536,20,6,2,1,5
3050,154867,1993,2013,914,19,536,20,6,2,1,5
3051,230088,2008,2013,829,13,475,14,3,1,1,2
3052,281415,2007,2013,1419,7,524,10,2,2,2,2
3053,265486,2007,2013,1394,9,524,10,2,2,2,2
3054,199115,2005,2013,743,20,798,0,5,2,1,4
3055,149557,1993,2013,644,9,536,20,6,2,1,5
3056,252212,2007,2013,1103,5,524,10,2,2,2,2
3057,168141,1993,2013,914,10,536,20,6,2,1,5
3058,157079,2005,2013,572,21,798,0,5,2,1,4
3059,252212,2008,2013,914,19,475,14,3,1,1,2
3060,250442,2007,2013,868,24,1270,16,3,1,1,2
3061,238938,2007,2013,868,14,1270,16,3,1,1,2
3062,343362,2007,2013,1387,29,1270,16,3,1,1,2
3063,221238,2007,2013,868,15,1270,16,3,1,1,2
3064,257522,2006,2013,1192,9,181,11,3,1,1,3
3065,269911,2007,2013,868,22,1270,16,3,1,1,2
3066,127433,1978,2013,903,7,0,4,3,2,1,3
3067,208584,2006,2013,903,6,181,11,3,1,1,3
3068,194690,1986,2013,1313,7,0,27,5,1,0,1
3069,211504,2009,2013,910,2,203,5,2,1,0,1
3070,164601,2009,2013,910,1,203,5,2,1,0,1
3071,255442,2013,2013,910,25,930,14,5,1,1,2
3072,250176,2013,2013,910,11,930,14,5,1,1,2
3073,250176,2013,2013,910,4,930,14,5,1,1,2
3074,250176,2013,2013,910,8,930,14,5,1,1,2
3075,244911,2013,2013,910,2,930,14,5,1,1,2
3076,265486,2013,2013,910,32,930,14,5,1,1,2
3077,61946,1985,2013,587,7,76,2,5,1,1,1
3078,309734,2007,2013,1483,15,605,5,4,1,1,1
3079,300884,2006,2013,1743,14,536,11,1,1,1,1
3080,184070,1993,2013,914,19,536,20,6,2,1,5
3081,157522,2005,2013,572,12,798,0,5,2,1,4
3082,227433,2008,2013,829,14,475,14,3,1,1,2
3083,159292,1993,2013,914,11,536,20,6,2,1,5
3084,143362,1993,2013,644,1,536,20,6,2,1,5
3085,247787,2008,2013,914,17,475,14,3,1,1,2
3086,252212,2007,2013,1103,26,524,10,2,2,2,2
3087,223008,2008,2013,829,10,475,14,3,1,1,2
3088,54867,1992,2013,355,9,0,10,7,1,1,5
3089,212389,2005,2013,914,4,798,0,5,2,1,4
3090,183628,2005,2013,743,6,798,0,5,2,1,4
3091,243362,2007,2013,1103,16,524,10,2,2,2,2
3092,153097,1992,2013,914,12,79,8,5,1,1,4
3093,144247,1993,2013,644,2,536,20,6,2,1,5
3094,192920,2006,2013,857,12,181,11,3,1,1,3
3095,265486,2006,2013,1192,13,181,11,3,1,1,3
3096,265486,2007,2013,868,23,1270,16,3,1,1,2
3097,212389,1986,2013,1377,6,0,27,5,1,0,1
3098,349115,2007,2013,1643,25,1270,16,3,1,1,2
3099,119469,1978,2013,779,11,0,4,3,2,1,3
3100,212389,1986,2013,1313,3,0,27,5,1,0,1
3101,265486,2013,2013,910,6,930,14,5,1,1,2
3102,185840,2006,2013,636,19,184,0,2,1,1,2
3103,232743,2006,2013,910,13,184,0,2,1,1,2
3104,232743,2006,2013,910,19,184,0,2,1,1,2
3105,281415,2006,2013,1149,26,536,11,1,1,1,1
3106,300884,2006,2013,1743,12,536,11,1,1,1,1
3107,149115,1993,2013,644,13,536,20,6,2,1,5
3108,158407,2005,2013,572,7,798,0,5,2,1,4
3109,238053,2008,2013,914,11,475,14,3,1,1,2
3110,164601,1993,2013,914,15,536,20,6,2,1,5
3111,150442,1993,2013,644,18,536,20,6,2,1,5
3112,145132,1993,2013,644,6,536,20,6,2,1,5
3113,110619,1992,2013,640,8,0,10,7,1,1,5
3114,162831,2005,2013,572,19,798,0,5,2,1,4
3115,260176,2008,2013,914,25,475,14,3,1,1,2
3116,161061,2005,2013,572,7,798,0,5,2,1,4
3117,172566,1993,2013,914,8,536,20,6,2,1,5
3118,147787,1993,2013,644,11,536,20,6,2,1,5
3119,299115,2008,2013,1167,10,475,14,3,1,1,2
3120,106194,1992,2013,644,4,0,10,7,1,1,5
3121,154867,2005,2013,572,5,798,0,5,2,1,4
3122,149557,1993,2013,644,4,536,20,6,2,1,5
3123,119026,1992,2013,576,4,0,10,7,1,1,5
3124,181415,2005,2013,743,16,798,0,5,2,1,4
3125,243362,1993,2013,1451,20,536,20,6,2,1,5
3126,143362,1993,2013,644,5,536,20,6,2,1,5
3127,192920,1986,2013,1131,3,0,27,5,1,0,1
3128,207079,2006,2013,903,11,181,11,3,1,1,3
3129,310079,2007,2013,1643,9,1270,16,3,1,1,2
3130,199115,2006,2013,857,14,181,11,3,1,1,3
3131,264601,2007,2013,868,16,1270,16,3,1,1,2
3132,223451,2006,2013,903,15,181,11,3,1,1,3
3133,199115,2006,2013,903,3,181,11,3,1,1,3
3134,219469,2009,2013,910,17,203,5,2,1,0,1
3135,250000,2009,2013,1160,4,203,5,2,1,0,1
3136,223893,2009,2013,914,19,203,5,2,1,0,1
3137,223008,2006,2013,910,6,184,0,2,1,1,2
3138,86725,1985,2013,587,6,76,2,5,1,1,1
3139,94955,1985,2013,676,6,76,2,5,1,1,1
3140,291150,2007,2013,1273,22,605,5,4,1,1,1
3141,314159,2007,2013,1483,15,605,5,4,1,1,1
3142,367256,2006,2013,2056,10,536,11,1,1,1,1
3143,300884,2006,2013,1743,11,536,11,1,1,1,1
3144,247787,2006,2013,914,23,536,11,1,1,1,1
3145,276991,2006,2013,1149,28,536,11,1,1,1,1
3146,300884,2006,2013,1412,16,536,11,1,1,1,1
3147,314159,2006,2013,1743,19,536,11,1,1,1,1
3148,161504,2005,2013,572,11,798,0,5,2,1,4
3149,153982,2005,2013,572,10,798,0,5,2,1,4
3150,150442,2005,2013,572,2,798,0,5,2,1,4
3151,254867,2007,2013,1103,7,524,10,2,2,2,2
3152,145132,2005,2013,572,7,798,0,5,2,1,4
3153,245132,2005,2013,1184,6,798,0,5,2,1,4
3154,119469,1992,2013,644,11,79,8,5,1,1,4
3155,233185,2008,2013,829,15,475,14,3,1,1,2
3156,254867,2008,2013,914,9,475,14,3,1,1,2
3157,203539,2006,2013,903,4,181,11,3,1,1,3
3158,262831,2007,2013,868,14,1270,16,3,1,1,2
3159,215044,1986,2013,1377,4,0,27,5,1,0,1
3160,338938,2007,2013,1643,14,1270,16,3,1,1,2
3161,210619,2006,2013,903,9,181,11,3,1,1,3
3162,215044,1986,2013,1313,7,0,27,5,1,0,1
3163,265486,2006,2013,1192,12,181,11,3,1,1,3
3164,361061,2007,2013,1387,32,1270,16,3,1,1,2
3165,230088,1986,2013,1313,11,0,27,5,1,0,1
3166,225663,2006,2013,903,7,181,11,3,1,1,3
3167,203539,1986,2013,1131,4,0,27,5,1,0,1
3168,97345,1997,2013,558,10,56,4,7,1,1,0
3169,243362,2009,2013,1160,8,203,5,2,1,0,1
3170,238938,2009,2013,1160,6,203,5,2,1,0,1
3171,277876,2013,2013,910,18,930,14,5,1,1,2
3172,225663,2006,2013,910,7,184,0,2,1,1,2
3173,93805,1985,2013,587,7,76,2,5,1,1,1
3174,314159,2007,2013,1483,23,605,5,4,1,1,1
3175,242477,2006,2013,914,16,536,11,1,1,1,1
3176,265486,2006,2013,1412,2,536,11,1,1,1,1
3177,349557,2006,2013,2056,12,536,11,1,1,1,1
3178,247787,2008,2013,914,17,475,14,3,1,1,2
3179,106194,1992,2013,576,12,0,10,7,1,1,5
3180,122123,1992,2013,644,13,79,8,5,1,1,4
3181,218584,2005,2013,914,22,798,0,5,2,1,4
3182,148672,1993,2013,644,17,536,20,6,2,1,5
3183,269911,1993,2013,2337,14,536,20,6,2,1,5
3184,116814,1992,2013,644,7,0,10,7,1,1,5
3185,243362,2008,2013,829,18,475,14,3,1,1,2
3186,194690,2005,2013,743,7,798,0,5,2,1,4
